baseER baseSTAS endsuc endsuc10 endsuc90 freqsuc freq10 freq50 freq90 trajmean traj10 traj50 traj90 trajprop trajpop10 trajpop90
0.09 0.04 1 1 1 1 1 1 1 -15 -32 -18 3 0.13 0.11 0.14
0.1 0.003 0.01 0 0.01 0.16 0.1 0.2 0.2 -62 -70 -62 -53 0 0 0
0.1 0.041 1 1 1 0.99 1 1 1 -16 -33 -19 3 0.12 0.11 0.14
0.1 0.001 0 0 0 0.12 0.1 0.1 0.2 -69 -76 -70 -63 0 0 0
0.1 0.002 0 0 0 0.13 0.1 0.1 0.2 -65 -73 -66 -58 0 0 0
0.1 0.004 0.04 0.03 0.04 0.19 0.1 0.2 0.2 -58 -67 -59 -49 0 0 0
0.1 0.005 0.08 0.07 0.09 0.24 0.1 0.2 0.4 -55 -64 -55 -44 0 0 0
0.1 0.006 0.17 0.16 0.19 0.3 0.2 0.2 0.6 -52 -62 -52 -41 0 0 0
0.1 0.007 0.26 0.25 0.28 0.36 0.2 0.3 0.7 -49 -60 -49 -37 0 0 0
0.1 0.008 0.4 0.38 0.42 0.45 0.2 0.4 0.8 -46 -58 -48 -33 0 0 0.01
0.1 0.009 0.54 0.52 0.56 0.54 0.2 0.5 0.9 -43 -56 -45 -30 0 0 0
0.1 0.01 0.62 0.6 0.64 0.61 0.2 0.6 1 -42 -54 -43 -28 0 0 0.01
0.1 0.011 0.69 0.67 0.71 0.67 0.3 0.7 1 -40 -53 -41 -25 0 0 0.01
0.1 0.012 0.78 0.76 0.8 0.73 0.4 0.7 1 -38 -52 -40 -23 0.01 0 0.01
0.1 0.013 0.81 0.8 0.83 0.78 0.5 0.8 1 -36 -50 -38 -22 0.01 0.01 0.02
0.1 0.014 0.86 0.85 0.87 0.82 0.5 0.9 1 -34 -49 -36 -19 0.02 0.01 0.03
0.1 0.015 0.89 0.88 0.9 0.85 0.6 0.9 1 -33 -47 -36 -17 0.02 0.01 0.02
0.1 0.016 0.91 0.9 0.92 0.87 0.6 1 1 -32 -47 -34 -15 0.03 0.02 0.03
0.1 0.017 0.93 0.92 0.94 0.89 0.7 1 1 -31 -46 -32 -15 0.03 0.02 0.03
0.1 0.018 0.95 0.94 0.96 0.91 0.7 1 1 -30 -45 -32 -15 0.02 0.02 0.03
0.1 0.019 0.95 0.94 0.96 0.92 0.7 1 1 -29 -43 -31 -14 0.03 0.02 0.04
0.1 0.02 0.98 0.97 0.98 0.94 0.8 1 1 -28 -43 -30 -12 0.03 0.02 0.03
0.1 0.021 0.97 0.97 0.98 0.94 0.8 1 1 -27 -43 -30 -12 0.03 0.02 0.04
0.1 0.022 0.97 0.96 0.98 0.95 0.8 1 1 -26 -41 -28 -10 0.04 0.04 0.05
0.1 0.023 0.98 0.97 0.98 0.96 0.8 1 1 -25 -41 -28 -9 0.04 0.03 0.05
0.1 0.024 0.98 0.97 0.98 0.96 0.8 1 1 -24 -41 -26 -7 0.06 0.05 0.06
0.1 0.025 0.99 0.98 0.99 0.97 0.8 1 1 -23 -40 -26 -7 0.06 0.05 0.07
0.1 0.026 0.99 0.98 0.99 0.97 0.9 1 1 -23 -39 -25 -8 0.04 0.04 0.05
0.1 0.027 0.99 0.98 0.99 0.97 0.9 1 1 -23 -39 -25 -5 0.06 0.05 0.07
0.1 0.028 0.99 0.98 0.99 0.98 0.9 1 1 -20 -37 -23 -5 0.06 0.05 0.07
0.1 0.029 1 0.99 1 0.98 0.9 1 1 -21 -37 -24 -3 0.07 0.07 0.09
0.1 0.03 1 1 1 0.98 1 1 1 -20 -37 -23 -3 0.08 0.07 0.09
0.1 0.031 1 0.99 1 0.98 1 1 1 -20 -37 -22 -3 0.08 0.07 0.09
0.1 0.032 0.99 0.98 0.99 0.99 1 1 1 -20 -37 -21 -3 0.08 0.07 0.09
0.1 0.033 1 1 1 0.99 1 1 1 -17 -36 -20 2 0.11 0.1 0.12
0.1 0.034 1 0.99 1 0.99 1 1 1 -18 -35 -21 -1 0.08 0.07 0.1
0.1 0.035 1 1 1 0.99 1 1 1 -17 -35 -20 -1 0.09 0.08 0.1
0.1 0.036 1 0.99 1 0.99 1 1 1 -17 -34 -20 0 0.1 0.09 0.11
0.1 0.037 1 1 1 0.99 1 1 1 -17 -34 -19 1 0.11 0.09 0.12
0.1 0.038 1 1 1 0.99 1 1 1 -17 -34 -19 0 0.09 0.08 0.11
0.1 0.039 1 0.99 1 0.99 1 1 1 -16 -33 -18 0 0.1 0.09 0.12
0.1 0.04 1 1 1 0.99 1 1 1 -15 -33 -18 1 0.12 0.11 0.13
0.11 0.003 0.01 0 0.01 0.16 0.1 0.2 0.2 -62 -70 -63 -54 0 0 0
0.11 0.041 1 1 1 0.99 1 1 1 -16 -33 -19 0 0.1 0.09 0.11
0.11 0.001 0 0 0 0.11 0.1 0.1 0.2 -70 -77 -71 -63 0 0 0
0.11 0.002 0 0 0 0.13 0.1 0.1 0.2 -66 -74 -67 -59 0 0 0
0.11 0.004 0.03 0.02 0.03 0.19 0.1 0.2 0.2 -58 -67 -59 -49 0 0 0
0.11 0.005 0.07 0.06 0.08 0.22 0.1 0.2 0.31 -55 -64 -56 -45 0 0 0
0.11 0.006 0.16 0.15 0.17 0.28 0.2 0.2 0.5 -52 -62 -53 -41 0 0 0
0.11 0.007 0.26 0.24 0.27 0.35 0.2 0.2 0.7 -49 -60 -50 -38 0 0 0
0.11 0.008 0.37 0.35 0.39 0.43 0.2 0.4 0.8 -47 -58 -48 -35 0 0 0
0.11 0.009 0.5 0.48 0.52 0.51 0.2 0.5 0.9 -44 -56 -45 -31 0 0 0
0.11 0.01 0.59 0.57 0.61 0.58 0.2 0.6 1 -43 -55 -44 -30 0 0 0
0.11 0.011 0.66 0.64 0.68 0.65 0.3 0.7 1 -40 -53 -42 -26 0.01 0 0.01
0.11 0.012 0.74 0.72 0.75 0.7 0.3 0.7 1 -39 -51 -40 -25 0 0 0.01
0.11 0.013 0.81 0.8 0.83 0.75 0.4 0.8 1 -38 -51 -39 -24 0.01 0 0.01
0.11 0.014 0.84 0.82 0.85 0.79 0.5 0.8 1 -36 -50 -37 -20 0.01 0.01 0.02
0.11 0.015 0.86 0.85 0.88 0.83 0.5 0.9 1 -34 -49 -36 -19 0.02 0.01 0.03
0.11 0.016 0.89 0.88 0.9 0.85 0.6 0.9 1 -33 -47 -35 -17 0.02 0.01 0.02
0.11 0.017 0.91 0.9 0.92 0.87 0.7 1 1 -32 -47 -34 -16 0.02 0.01 0.03
0.11 0.018 0.94 0.93 0.95 0.9 0.7 1 1 -30 -45 -32 -15 0.02 0.02 0.03
0.11 0.019 0.95 0.94 0.96 0.91 0.7 1 1 -30 -46 -32 -12 0.03 0.03 0.04
0.11 0.02 0.94 0.93 0.95 0.92 0.7 1 1 -28 -44 -30 -13 0.04 0.03 0.05
0.11 0.021 0.96 0.95 0.96 0.93 0.8 1 1 -28 -43 -30 -12 0.03 0.03 0.04
0.11 0.022 0.97 0.96 0.98 0.95 0.8 1 1 -26 -42 -28 -10 0.04 0.03 0.04
0.11 0.023 0.97 0.96 0.98 0.95 0.8 1 1 -26 -42 -28 -10 0.04 0.03 0.04
0.11 0.024 0.98 0.97 0.98 0.96 0.8 1 1 -25 -41 -28 -9 0.04 0.03 0.05
0.11 0.025 0.98 0.97 0.98 0.97 0.9 1 1 -25 -41 -26 -8 0.04 0.04 0.05
0.11 0.026 0.99 0.98 0.99 0.97 0.8 1 1 -23 -39 -25 -6 0.05 0.04 0.06
0.11 0.027 0.98 0.98 0.99 0.97 0.9 1 1 -22 -39 -25 -6 0.06 0.05 0.07
0.11 0.028 1 0.99 1 0.97 0.9 1 1 -22 -38 -24 -6 0.06 0.05 0.07
0.11 0.029 0.99 0.99 1 0.98 0.9 1 1 -22 -38 -24 -4 0.07 0.06 0.08
0.11 0.03 0.99 0.99 0.99 0.98 0.9 1 1 -21 -38 -23 -5 0.07 0.05 0.08
0.11 0.031 0.99 0.99 1 0.98 0.9 1 1 -20 -36 -23 -2 0.08 0.07 0.09
0.11 0.032 1 0.99 1 0.98 1 1 1 -20 -36 -22 -4 0.07 0.06 0.08
0.11 0.033 1 0.99 1 0.99 1 1 1 -20 -37 -21 -4 0.07 0.06 0.08
0.11 0.034 1 0.99 1 0.99 1 1 1 -18 -35 -21 0 0.1 0.09 0.11
0.11 0.035 1 0.99 1 0.99 1 1 1 -18 -34 -20 -3 0.07 0.06 0.08
0.11 0.036 1 1 1 0.99 1 1 1 -17 -35 -20 0 0.1 0.08 0.11
0.11 0.037 1 0.99 1 0.99 1 1 1 -17 -35 -19 0 0.1 0.09 0.11
0.11 0.038 1 1 1 0.99 1 1 1 -18 -34 -20 -1 0.09 0.08 0.1
0.11 0.039 1 1 1 0.99 1 1 1 -16 -33 -18 0 0.1 0.09 0.11
0.11 0.04 1 1 1 0.99 1 1 1 -16 -34 -19 0 0.1 0.09 0.12
0.12 0.003 0.01 0 0.01 0.15 0.1 0.1 0.2 -63 -71 -63 -55 0 0 0
0.12 0.041 0.99 0.99 1 0.99 1 1 1 -16 -34 -18 1 0.11 0.1 0.13
0.12 0.001 0 0 0 0.11 0.1 0.1 0.2 -71 -77 -71 -64 0 0 0
0.12 0.002 0 0 0 0.13 0.1 0.1 0.2 -67 -74 -67 -60 0 0 0
0.12 0.004 0.02 0.01 0.02 0.18 0.1 0.2 0.2 -59 -68 -60 -50 0 0 0
0.12 0.005 0.05 0.04 0.06 0.21 0.1 0.2 0.3 -56 -65 -57 -45 0 0 0
0.12 0.006 0.13 0.11 0.14 0.27 0.2 0.2 0.5 -53 -63 -54 -42 0 0 0
0.12 0.007 0.22 0.2 0.23 0.33 0.2 0.2 0.6 -50 -61 -51 -37 0 0 0
0.12 0.008 0.34 0.32 0.35 0.4 0.2 0.3 0.8 -48 -59 -49 -36 0 0 0
0.12 0.009 0.44 0.42 0.46 0.49 0.2 0.5 0.9 -45 -57 -46 -32 0 0 0.01
0.12 0.01 0.56 0.54 0.58 0.55 0.2 0.5 1 -43 -56 -44 -30 0 0 0.01
0.12 0.011 0.64 0.61 0.65 0.63 0.2 0.6 1 -42 -55 -43 -30 0 0 0.01
0.12 0.012 0.75 0.74 0.77 0.68 0.3 0.7 1 -39 -53 -41 -25 0.01 0 0.01
0.12 0.013 0.77 0.75 0.79 0.73 0.4 0.8 1 -38 -52 -40 -23 0.01 0 0.01
0.12 0.014 0.81 0.79 0.83 0.77 0.4 0.8 1 -37 -51 -39 -23 0.01 0.01 0.02
0.12 0.015 0.87 0.86 0.88 0.81 0.5 0.9 1 -35 -50 -36 -20 0.01 0.01 0.02
0.12 0.016 0.89 0.87 0.9 0.85 0.6 0.9 1 -33 -47 -36 -18 0.02 0.01 0.02
0.12 0.017 0.92 0.9 0.93 0.87 0.6 0.9 1 -33 -47 -35 -18 0.02 0.01 0.02
0.12 0.018 0.93 0.92 0.94 0.88 0.7 1 1 -31 -46 -33 -16 0.01 0.01 0.02
0.12 0.019 0.93 0.92 0.94 0.9 0.7 1 1 -30 -46 -32 -15 0.03 0.02 0.04
0.12 0.02 0.96 0.95 0.96 0.92 0.7 1 1 -29 -44 -31 -13 0.03 0.02 0.03
0.12 0.021 0.96 0.95 0.96 0.92 0.7 1 1 -28 -43 -30 -12 0.03 0.02 0.04
0.12 0.022 0.97 0.96 0.97 0.94 0.8 1 1 -27 -42 -29 -11 0.04 0.03 0.05
0.12 0.023 0.97 0.96 0.98 0.94 0.8 1 1 -27 -42 -29 -9 0.03 0.03 0.04
0.12 0.024 0.97 0.97 0.98 0.95 0.8 1 1 -26 -42 -27 -9 0.04 0.03 0.05
0.12 0.025 0.98 0.97 0.98 0.96 0.8 1 1 -26 -40 -27 -11 0.03 0.02 0.04
0.12 0.026 0.98 0.98 0.99 0.96 0.8 1 1 -24 -40 -26 -8 0.05 0.04 0.06
0.12 0.027 0.98 0.97 0.99 0.97 0.8 1 1 -24 -39 -26 -6 0.05 0.04 0.06
0.12 0.028 0.99 0.98 0.99 0.97 0.9 1 1 -23 -39 -26 -6 0.06 0.05 0.07
0.12 0.029 0.99 0.99 0.99 0.97 0.9 1 1 -22 -39 -25 -6 0.07 0.06 0.08
0.12 0.03 0.99 0.99 1 0.98 0.9 1 1 -22 -38 -25 -5 0.06 0.05 0.08
0.12 0.031 0.99 0.99 1 0.98 0.9 1 1 -21 -37 -24 -5 0.06 0.06 0.08
0.12 0.032 1 0.99 1 0.98 0.9 1 1 -21 -37 -23 -3 0.07 0.06 0.08
0.12 0.033 0.99 0.98 0.99 0.98 0.9 1 1 -20 -36 -22 -2 0.09 0.07 0.1
0.12 0.034 0.99 0.99 1 0.98 0.99 1 1 -19 -36 -22 -2 0.08 0.07 0.09
0.12 0.035 0.99 0.99 1 0.99 1 1 1 -19 -36 -21 -2 0.08 0.07 0.09
0.12 0.036 1 0.99 1 0.99 1 1 1 -19 -36 -21 -2 0.09 0.08 0.1
0.12 0.037 1 1 1 0.99 1 1 1 -19 -35 -21 -2 0.08 0.07 0.09
0.12 0.038 1 1 1 0.99 1 1 1 -18 -35 -20 -2 0.09 0.08 0.1
0.12 0.039 1 0.99 1 0.99 1 1 1 -17 -33 -21 0 0.1 0.09 0.11
0.12 0.04 0.99 0.99 1 0.99 1 1 1 -17 -34 -20 0 0.1 0.09 0.11
0.13 0.003 0 0 0.01 0.15 0.1 0.1 0.2 -63 -71 -64 -55 0 0 0
0.13 0.041 0.99 0.99 1 0.99 1 1 1 -17 -33 -20 0 0.1 0.09 0.11
0.13 0.001 0 0 0 0.11 0.1 0.1 0.1 -71 -77 -72 -65 0 0 0
0.13 0.002 0 0 0 0.13 0.1 0.1 0.2 -67 -74 -68 -60 0 0 0
0.13 0.004 0.02 0.01 0.02 0.18 0.1 0.2 0.2 -60 -68 -60 -51 0 0 0
0.13 0.005 0.04 0.04 0.05 0.21 0.1 0.2 0.3 -57 -66 -58 -47 0 0 0
0.13 0.006 0.1 0.09 0.12 0.25 0.1 0.2 0.5 -53 -64 -54 -43 0 0 0
0.13 0.007 0.19 0.17 0.2 0.31 0.2 0.2 0.6 -51 -61 -52 -40 0 0 0
0.13 0.008 0.3 0.28 0.32 0.38 0.2 0.3 0.7 -48 -60 -50 -37 0 0 0.01
0.13 0.009 0.38 0.36 0.4 0.44 0.2 0.4 0.8 -46 -58 -48 -33 0 0 0.01
0.13 0.01 0.51 0.49 0.53 0.52 0.2 0.5 0.9 -44 -56 -45 -31 0 0 0.01
0.13 0.011 0.6 0.58 0.62 0.6 0.2 0.6 1 -42 -54 -43 -28 0 0 0.01
0.13 0.012 0.66 0.64 0.68 0.65 0.3 0.7 1 -40 -53 -41 -25 0.01 0 0.01
0.13 0.013 0.74 0.73 0.76 0.7 0.4 0.7 1 -39 -52 -40 -25 0.01 0.01 0.01
0.13 0.014 0.81 0.79 0.83 0.76 0.4 0.8 1 -37 -51 -38 -23 0.01 0.01 0.02
0.13 0.015 0.85 0.83 0.86 0.8 0.5 0.8 1 -36 -49 -37 -21 0.01 0.01 0.02
0.13 0.016 0.88 0.87 0.89 0.83 0.5 0.9 1 -34 -48 -36 -20 0.01 0.01 0.02
0.13 0.017 0.9 0.89 0.92 0.85 0.6 0.9 1 -33 -48 -35 -18 0.01 0.01 0.02
0.13 0.018 0.91 0.9 0.92 0.87 0.6 1 1 -32 -47 -34 -17 0.02 0.01 0.02
0.13 0.019 0.93 0.92 0.94 0.89 0.7 1 1 -31 -45 -33 -15 0.02 0.02 0.03
0.13 0.02 0.94 0.93 0.95 0.9 0.7 1 1 -30 -46 -32 -14 0.03 0.02 0.03
0.13 0.021 0.95 0.94 0.96 0.92 0.7 1 1 -29 -44 -31 -13 0.03 0.03 0.04
0.13 0.022 0.96 0.95 0.97 0.93 0.8 1 1 -28 -43 -30 -12 0.04 0.03 0.04
0.13 0.023 0.97 0.96 0.98 0.94 0.8 1 1 -27 -43 -29 -11 0.03 0.02 0.04
0.13 0.024 0.97 0.96 0.98 0.94 0.8 1 1 -27 -42 -29 -10 0.04 0.03 0.04
0.13 0.025 0.98 0.98 0.99 0.95 0.8 1 1 -26 -41 -28 -10 0.04 0.03 0.05
0.13 0.026 0.97 0.96 0.98 0.96 0.8 1 1 -25 -41 -27 -10 0.04 0.03 0.05
0.13 0.027 0.98 0.98 0.99 0.96 0.8 1 1 -23 -39 -26 -5 0.06 0.05 0.07
0.13 0.028 0.99 0.98 0.99 0.96 0.9 1 1 -24 -40 -27 -7 0.05 0.04 0.06
0.13 0.029 0.99 0.98 0.99 0.97 0.9 1 1 -24 -39 -26 -7 0.06 0.05 0.06
0.13 0.03 0.98 0.98 0.99 0.97 0.9 1 1 -23 -38 -25 -7 0.06 0.05 0.07
0.13 0.031 0.99 0.99 1 0.98 0.9 1 1 -22 -38 -24 -6 0.06 0.05 0.07
0.13 0.032 0.99 0.99 1 0.98 0.9 1 1 -22 -37 -24 -4 0.07 0.06 0.08
0.13 0.033 0.99 0.99 1 0.98 0.9 1 1 -21 -37 -23 -5 0.07 0.06 0.08
0.13 0.034 0.99 0.99 1 0.98 1 1 1 -20 -37 -23 -3 0.08 0.07 0.09
0.13 0.035 0.99 0.99 1 0.98 1 1 1 -20 -37 -22 -4 0.07 0.06 0.09
0.13 0.036 0.99 0.99 0.99 0.99 1 1 1 -20 -36 -22 -4 0.08 0.07 0.09
0.13 0.037 1 0.99 1 0.99 1 1 1 -19 -36 -21 -2 0.09 0.08 0.1
0.13 0.038 1 0.99 1 0.99 1 1 1 -19 -35 -21 -2 0.09 0.08 0.1
0.13 0.039 1 0.99 1 0.99 1 1 1 -18 -35 -21 1 0.1 0.09 0.12
0.13 0.04 0.99 0.99 1 0.99 1 1 1 -17 -34 -20 -1 0.09 0.08 0.1
0.14 0.003 0 0 0.01 0.15 0.1 0.1 0.2 -64 -72 -65 -56 0 0 0
0.14 0.041 1 0.99 1 0.99 1 1 1 -18 -35 -20 -2 0.09 0.08 0.1
0.14 0.001 0 0 0 0.11 0.1 0.1 0.1 -72 -78 -72 -65 0 0 0
0.14 0.002 0 0 0 0.12 0.1 0.1 0.2 -68 -75 -68 -61 0 0 0
0.14 0.004 0.01 0 0.01 0.17 0.1 0.2 0.2 -61 -69 -61 -52 0 0 0
0.14 0.005 0.04 0.03 0.05 0.2 0.1 0.2 0.3 -57 -67 -58 -47 0 0 0
0.14 0.006 0.08 0.07 0.09 0.24 0.1 0.2 0.4 -54 -64 -55 -45 0 0 0
0.14 0.007 0.16 0.15 0.18 0.29 0.2 0.2 0.6 -52 -62 -53 -41 0 0 0
0.14 0.008 0.26 0.24 0.28 0.37 0.2 0.3 0.7 -49 -61 -50 -36 0 0 0
0.14 0.009 0.39 0.37 0.41 0.44 0.2 0.4 0.8 -46 -58 -48 -34 0 0 0.01
0.14 0.01 0.46 0.44 0.48 0.49 0.2 0.5 0.9 -45 -57 -47 -32 0 0 0
0.14 0.011 0.58 0.56 0.6 0.57 0.2 0.6 1 -43 -55 -44 -31 0 0 0
0.14 0.012 0.63 0.61 0.65 0.61 0.2 0.6 1 -41 -55 -42 -27 0.01 0 0.01
0.14 0.013 0.7 0.68 0.72 0.67 0.3 0.7 1 -40 -52 -42 -25 0 0 0.01
0.14 0.014 0.78 0.76 0.8 0.74 0.4 0.8 1 -37 -50 -39 -23 0.01 0.01 0.01
0.14 0.015 0.8 0.79 0.82 0.77 0.49 0.8 1 -37 -51 -39 -22 0.01 0.01 0.01
0.14 0.016 0.88 0.87 0.89 0.81 0.5 0.8 1 -34 -48 -36 -19 0.01 0.01 0.01
0.14 0.017 0.89 0.88 0.9 0.83 0.6 0.9 1 -34 -48 -36 -18 0.02 0.01 0.02
0.14 0.018 0.91 0.9 0.92 0.86 0.6 0.9 1 -32 -47 -34 -16 0.02 0.02 0.03
0.14 0.019 0.92 0.91 0.93 0.88 0.7 1 1 -31 -46 -33 -15 0.02 0.02 0.03
0.14 0.02 0.93 0.92 0.94 0.9 0.7 1 1 -30 -46 -32 -15 0.03 0.02 0.03
0.14 0.021 0.94 0.92 0.94 0.91 0.7 1 1 -30 -46 -32 -14 0.02 0.02 0.03
0.14 0.022 0.95 0.94 0.96 0.92 0.7 1 1 -29 -44 -30 -13 0.03 0.02 0.03
0.14 0.023 0.95 0.94 0.96 0.93 0.7 1 1 -28 -43 -30 -12 0.03 0.03 0.04
0.14 0.024 0.96 0.96 0.97 0.94 0.8 1 1 -27 -43 -29 -11 0.03 0.02 0.04
0.14 0.025 0.97 0.96 0.98 0.95 0.8 1 1 -27 -42 -29 -10 0.03 0.03 0.04
0.14 0.026 0.98 0.97 0.98 0.95 0.8 1 1 -26 -41 -27 -10 0.03 0.02 0.04
0.14 0.027 0.98 0.97 0.98 0.96 0.8 1 1 -25 -41 -28 -8 0.05 0.04 0.06
0.14 0.028 0.98 0.98 0.99 0.96 0.8 1 1 -25 -40 -27 -8 0.05 0.04 0.05
0.14 0.029 0.99 0.98 0.99 0.97 0.8 1 1 -24 -40 -26 -9 0.05 0.04 0.06
0.14 0.03 0.98 0.98 0.99 0.97 0.9 1 1 -24 -40 -26 -7 0.06 0.05 0.07
0.14 0.031 0.99 0.99 0.99 0.97 0.9 1 1 -22 -39 -24 -5 0.07 0.06 0.08
0.14 0.032 1 0.99 1 0.98 0.9 1 1 -22 -38 -24 -7 0.06 0.05 0.07
0.14 0.033 0.99 0.99 0.99 0.98 0.9 1 1 -22 -38 -25 -6 0.06 0.05 0.07
0.14 0.034 0.99 0.99 1 0.98 0.9 1 1 -21 -37 -24 -4 0.07 0.06 0.08
0.14 0.035 0.99 0.99 0.99 0.98 0.9 1 1 -20 -37 -23 -3 0.08 0.07 0.09
0.14 0.036 0.99 0.99 1 0.98 0.9 1 1 -20 -36 -22 -4 0.06 0.05 0.07
0.14 0.037 1 0.99 1 0.99 1 1 1 -20 -36 -22 -2 0.08 0.07 0.09
0.14 0.038 0.99 0.99 1 0.99 1 1 1 -19 -36 -21 -3 0.08 0.07 0.09
0.14 0.039 1 0.99 1 0.99 1 1 1 -19 -36 -21 0 0.1 0.08 0.11
0.14 0.04 1 0.99 1 0.99 1 1 1 -18 -34 -20 -2 0.07 0.06 0.08
0.15 0.003 0 0 0.01 0.14 0.1 0.1 0.2 -65 -72 -65 -57 0 0 0
0.15 0.041 0.99 0.99 1 0.98 1 1 1 -19 -35 -21 -3 0.08 0.07 0.09
0.15 0.001 0 0 0 0.11 0.1 0.1 0.1 -72 -78 -73 -66 0 0 0
0.15 0.002 0 0 0 0.12 0.1 0.1 0.2 -69 -75 -69 -61 0 0 0
0.15 0.004 0.01 0 0.01 0.17 0.1 0.2 0.2 -61 -70 -62 -52 0 0 0
0.15 0.005 0.02 0.02 0.03 0.19 0.1 0.2 0.2 -58 -67 -59 -48 0 0 0
0.15 0.006 0.09 0.08 0.1 0.23 0.1 0.2 0.4 -54 -64 -55 -44 0 0 0
0.15 0.007 0.15 0.14 0.16 0.28 0.2 0.2 0.5 -52 -62 -53 -41 0 0 0
0.15 0.008 0.23 0.21 0.25 0.34 0.2 0.2 0.7 -50 -61 -51 -38 0 0 0
0.15 0.009 0.34 0.32 0.36 0.41 0.2 0.3 0.8 -48 -60 -48 -36 0 0 0
0.15 0.01 0.42 0.4 0.44 0.47 0.2 0.4 0.9 -45 -57 -47 -33 0 0 0.01
0.15 0.011 0.52 0.5 0.54 0.54 0.2 0.5 1 -43 -56 -45 -31 0 0 0.01
0.15 0.012 0.59 0.57 0.61 0.6 0.2 0.6 1 -42 -55 -43 -28 0.01 0 0.01
0.15 0.013 0.66 0.64 0.67 0.66 0.3 0.7 1 -40 -53 -42 -27 0.01 0 0.01
0.15 0.014 0.75 0.73 0.77 0.7 0.3 0.7 1 -39 -52 -41 -25 0.01 0.01 0.02
0.15 0.015 0.8 0.78 0.81 0.76 0.4 0.8 1 -37 -51 -39 -23 0.01 0.01 0.02
0.15 0.016 0.84 0.82 0.85 0.79 0.5 0.8 1 -36 -50 -38 -20 0.02 0.01 0.03
0.15 0.017 0.85 0.84 0.87 0.81 0.5 0.9 1 -35 -50 -36 -20 0.01 0.01 0.02
0.15 0.018 0.9 0.88 0.91 0.85 0.6 0.9 1 -33 -47 -35 -16 0.02 0.01 0.02
0.15 0.019 0.91 0.89 0.92 0.86 0.6 0.9 1 -33 -47 -35 -18 0.01 0.01 0.02
0.15 0.02 0.92 0.91 0.93 0.88 0.6 1 1 -31 -45 -33 -16 0.02 0.01 0.02
0.15 0.021 0.93 0.92 0.94 0.9 0.7 1 1 -31 -46 -32 -16 0.03 0.02 0.03
0.15 0.022 0.96 0.95 0.96 0.92 0.7 1 1 -30 -44 -32 -14 0.03 0.02 0.03
0.15 0.023 0.96 0.95 0.96 0.92 0.7 1 1 -29 -43 -31 -14 0.03 0.02 0.04
0.15 0.024 0.97 0.96 0.97 0.93 0.8 1 1 -28 -42 -30 -12 0.03 0.03 0.04
0.15 0.025 0.98 0.97 0.98 0.94 0.8 1 1 -27 -42 -29 -11 0.03 0.02 0.04
0.15 0.026 0.97 0.97 0.98 0.95 0.8 1 1 -26 -43 -29 -10 0.04 0.03 0.05
0.15 0.027 0.97 0.96 0.98 0.95 0.8 1 1 -26 -41 -28 -9 0.04 0.03 0.05
0.15 0.028 0.98 0.98 0.99 0.96 0.8 1 1 -25 -41 -27 -6 0.06 0.05 0.07
0.15 0.029 0.98 0.97 0.98 0.96 0.8 1 1 -25 -41 -27 -8 0.05 0.04 0.06
0.15 0.03 0.98 0.98 0.99 0.97 0.8 1 1 -24 -40 -27 -8 0.05 0.04 0.06
0.15 0.031 0.99 0.98 0.99 0.97 0.9 1 1 -24 -39 -25 -8 0.05 0.04 0.06
0.15 0.032 0.99 0.98 0.99 0.97 0.9 1 1 -23 -39 -25 -4 0.07 0.06 0.08
0.15 0.033 0.99 0.98 0.99 0.98 0.9 1 1 -22 -37 -24 -5 0.06 0.05 0.07
0.15 0.034 0.99 0.98 0.99 0.98 0.9 1 1 -22 -38 -24 -4 0.06 0.05 0.07
0.15 0.035 0.99 0.99 0.99 0.98 0.9 1 1 -21 -38 -24 -4 0.06 0.05 0.07
0.15 0.036 0.99 0.99 1 0.98 0.9 1 1 -21 -37 -23 -3 0.08 0.07 0.09
0.15 0.037 0.99 0.99 1 0.98 0.9 1 1 -20 -36 -22 -2 0.08 0.07 0.09
0.15 0.038 0.99 0.99 1 0.98 0.9 1 1 -20 -36 -23 -3 0.07 0.06 0.09
0.15 0.039 0.99 0.99 1 0.99 1 1 1 -19 -35 -22 -3 0.08 0.07 0.09
0.15 0.04 0.99 0.99 1 0.98 1 1 1 -18 -36 -22 0 0.1 0.08 0.11
0.16 0.003 0 0 0 0.14 0.1 0.1 0.2 -65 -73 -66 -58 0 0 0
0.16 0.041 1 1 1 0.98 1 1 1 -19 -36 -21 -2 0.08 0.07 0.09
0.16 0.001 0 0 0 0.11 0.1 0.1 0.1 -73 -79 -73 -67 0 0 0
0.16 0.002 0 0 0 0.12 0.1 0.1 0.2 -69 -76 -70 -62 0 0 0
0.16 0.004 0.01 0 0.01 0.16 0.1 0.2 0.2 -62 -70 -63 -54 0 0 0
0.16 0.005 0.03 0.02 0.04 0.19 0.1 0.2 0.2 -59 -68 -59 -48 0 0 0
0.16 0.006 0.05 0.04 0.06 0.22 0.1 0.2 0.3 -55 -65 -56 -45 0 0 0
0.16 0.007 0.12 0.11 0.13 0.26 0.1 0.2 0.5 -53 -63 -54 -41 0 0 0
0.16 0.008 0.2 0.19 0.22 0.32 0.2 0.2 0.6 -51 -61 -52 -39 0 0 0
0.16 0.009 0.33 0.31 0.35 0.4 0.2 0.3 0.7 -47 -59 -48 -35 0 0 0
0.16 0.01 0.42 0.4 0.44 0.45 0.2 0.4 0.8 -46 -58 -48 -33 0 0 0.01
